,Alpha_1,Alpha_2,Alpha_3,Alpha_4,Beta_1,Beta_2,Beta_3,Beta_4,Delta_1,Delta_2,Delta_3,Delta_4,Theta_1,Theta_2,Theta_3,Theta_4,Gamma_1,Gamma_2,Gamma_3,Gamma_4,ID,Section,slideNumber
20644,0.594,1.393,1.145,0.000,0.694,0.676,0.750,0.000,0.344,0.468,0.513,0.000,0.316,0.381,0.170,0.000,0.560,0.474,0.092,0.000,139601.0,1.0,6.0
20645,0.594,1.356,1.145,0.000,0.694,0.637,0.750,0.000,0.344,0.461,0.513,0.000,0.302,0.381,0.037,0.000,0.567,0.488,0.093,0.000,139601.0,1.0,6.0
20646,0.634,1.318,1.108,0.000,0.743,0.607,0.236,0.000,0.331,0.462,0.201,0.000,0.485,0.381,0.037,0.000,0.568,0.501,0.072,0.000,139601.0,1.0,6.0
20647,0.642,1.283,1.064,0.000,0.780,0.584,0.173,0.000,0.298,0.466,0.206,0.000,0.507,0.381,0.037,0.000,0.549,0.528,0.051,0.000,139601.0,1.0,6.0
20648,0.617,1.262,1.038,0.000,0.781,0.577,0.117,0.000,0.279,0.477,0.208,0.000,0.499,0.381,0.037,0.000,0.520,0.552,0.035,0.000,139601.0,1.0,6.0
20649,0.539,1.230,1.026,0.000,0.732,0.547,0.077,0.000,0.254,0.481,0.207,0.000,0.498,0.381,0.037,0.000,0.483,0.572,0.024,0.000,139601.0,1.0,6.0
20650,0.408,1.196,1.026,0.000,0.647,0.489,0.052,0.000,0.210,0.475,0.205,0.000,0.502,0.381,0.044,0.000,0.499,0.572,0.016,0.000,139601.0,1.0,6.0
20651,0.453,1.190,1.029,0.000,0.652,0.441,0.046,0.000,0.222,0.467,0.199,0.000,0.521,0.378,0.044,0.000,0.537,0.569,0.016,0.000,139601.0,1.0,6.0
20652,0.517,1.193,1.029,0.000,0.675,0.402,0.046,0.000,0.231,0.452,0.199,0.000,0.606,0.367,0.044,0.000,0.575,0.574,0.016,0.000,139601.0,1.0,6.0
20653,0.592,1.179,1.029,0.000,0.704,0.371,0.046,0.000,0.231,0.440,0.199,0.000,0.820,0.334,0.044,0.000,0.598,0.588,0.016,0.000,139601.0,1.0,6.0
20654,0.679,1.072,1.029,0.000,0.766,0.301,0.046,0.000,0.227,0.441,0.199,0.000,1.037,0.235,0.044,0.000,0.601,0.606,0.016,0.000,139601.0,1.0,6.0
20655,0.808,0.599,1.029,0.000,0.879,0.134,0.046,0.000,0.229,0.454,0.199,0.000,1.171,0.235,0.044,0.000,0.593,0.606,0.016,0.000,139601.0,1.0,6.0
20656,0.957,0.599,1.029,0.000,1.001,0.134,0.046,0.000,0.235,0.454,0.199,0.000,1.203,0.235,0.044,0.000,0.584,0.606,0.016,0.000,139601.0,1.0,6.0
20657,1.078,0.599,1.029,0.000,1.088,0.134,0.046,0.000,0.237,0.454,0.199,0.000,1.203,0.411,0.072,0.000,0.582,0.569,0.011,0.000,139601.0,1.0,6.0
20658,1.149,0.915,0.949,0.000,1.127,0.466,0.057,0.000,0.229,0.422,0.193,0.000,1.203,0.445,0.183,0.000,0.582,0.537,0.006,0.000,139601.0,1.0,6.0
20659,1.149,0.996,0.921,0.000,1.127,0.551,0.119,0.000,0.229,0.407,0.194,0.000,1.203,0.437,0.309,0.000,0.582,0.505,0.034,0.000,139601.0,1.0,6.0
20660,1.149,1.046,0.928,0.000,1.127,0.602,0.166,0.000,0.229,0.407,0.198,0.000,1.203,0.461,0.353,0.000,0.582,0.468,0.057,0.000,139601.0,1.0,6.0
20661,1.149,1.135,0.955,0.000,1.127,0.630,0.206,0.000,0.229,0.403,0.198,0.000,1.203,0.457,0.357,0.000,0.582,0.443,0.066,0.000,139601.0,1.0,6.0
20662,1.178,1.182,0.982,0.000,1.150,0.665,0.193,0.000,0.231,0.386,0.192,0.000,1.202,0.456,0.357,0.000,0.592,0.410,0.066,0.000,139601.0,1.0,6.0
20663,1.213,1.237,0.982,0.000,1.178,0.710,0.193,0.000,0.234,0.363,0.192,0.000,1.201,0.455,0.357,0.000,0.607,0.359,0.066,0.000,139601.0,1.0,6.0
20664,1.253,1.302,0.982,0.000,1.212,0.771,0.193,0.000,0.237,0.345,0.192,0.000,1.201,0.450,0.357,0.000,0.624,0.232,0.066,0.000,139601.0,1.0,6.0
20665,1.298,1.378,0.982,0.000,1.252,0.852,0.193,0.000,0.238,0.333,0.192,0.000,1.198,0.450,0.357,0.000,0.632,0.232,0.066,0.000,139601.0,1.0,6.0
20666,1.345,1.378,0.982,0.000,1.296,0.852,0.193,0.000,0.234,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.622,0.232,0.066,0.000,139601.0,1.0,6.0
20667,1.396,1.378,0.982,0.000,1.344,0.852,0.193,0.000,0.228,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.590,0.232,0.066,0.000,139601.0,1.0,6.0
20668,1.452,1.378,0.982,0.000,1.399,0.852,0.193,0.000,0.227,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.547,0.232,0.066,0.000,139601.0,1.0,6.0
20669,1.514,1.378,0.982,0.000,1.456,0.852,0.193,0.000,0.233,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.547,0.232,0.066,0.000,139601.0,1.0,6.0
20670,1.514,1.378,0.982,0.000,1.456,0.852,0.193,0.000,0.233,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.547,0.232,0.066,0.000,139601.0,1.0,6.0
20671,1.514,1.378,0.982,0.000,1.456,0.852,0.193,0.000,0.233,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.547,0.232,0.066,0.000,139601.0,1.0,6.0
20672,1.514,1.378,0.982,0.000,1.456,0.852,0.193,0.000,0.233,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.547,0.232,0.066,0.000,139601.0,1.0,6.0
20673,1.514,1.378,0.982,0.000,1.456,0.852,0.193,0.000,0.233,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.547,0.232,0.066,0.000,139601.0,1.0,6.0
20674,1.514,1.378,0.982,0.000,1.456,0.852,0.193,0.000,0.233,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.547,0.232,0.066,0.000,139601.0,1.0,6.0
20675,1.514,1.378,0.982,0.000,1.456,0.852,0.193,0.000,0.233,0.333,0.192,0.000,1.195,0.450,0.357,0.000,0.547,0.232,0.066,0.000,139601.0,1.0,6.0
20676,1.514,1.378,0.982,0.000,1.456,0.852,0.193,0.000,0.233,0.333,0.192,0.000,0.606,0.450,0.239,0.000,0.795,0.232,0.315,0.000,139601.0,1.0,6.0
20677,1.229,1.378,1.035,0.000,0.848,0.852,0.277,0.000,0.398,0.333,0.170,0.000,0.609,0.450,0.190,0.000,0.811,0.232,0.344,0.000,139601.0,1.0,6.0
20678,1.228,1.378,1.030,0.000,0.835,0.852,0.273,0.000,0.393,0.333,0.181,0.000,0.625,0.450,0.121,0.000,0.807,0.232,0.371,0.000,139601.0,1.0,6.0
20679,1.208,1.378,1.000,0.000,0.801,0.852,0.271,0.000,0.404,0.333,0.197,0.000,0.661,0.304,0.016,0.000,0.798,0.624,0.386,0.000,139601.0,1.0,6.0
20680,1.178,1.137,0.960,0.000,0.764,0.099,0.275,0.000,0.414,0.221,0.212,0.000,0.680,0.305,0.069,0.000,0.787,0.647,0.388,0.000,139601.0,1.0,6.0
20681,1.142,1.105,0.918,0.000,0.735,0.083,0.274,0.000,0.412,0.244,0.224,0.000,0.690,0.306,0.121,0.000,0.772,0.672,0.382,0.000,139601.0,1.0,6.0
20682,1.104,1.109,0.879,0.000,0.711,0.079,0.275,0.000,0.396,0.254,0.234,0.000,0.696,0.306,0.163,0.000,0.754,0.691,0.374,0.000,139601.0,1.0,6.0
20683,1.067,1.129,0.844,0.000,0.693,0.066,0.276,0.000,0.372,0.245,0.245,0.000,0.698,0.308,0.172,0.000,0.735,0.697,0.372,0.000,139601.0,1.0,6.0
20684,1.035,1.141,0.815,0.000,0.679,0.043,0.280,0.000,0.346,0.228,0.255,0.000,0.707,0.310,0.178,0.000,0.721,0.690,0.377,0.000,139601.0,1.0,6.0
20685,1.014,1.131,0.788,0.000,0.666,0.015,0.286,0.000,0.325,0.214,0.260,0.000,0.717,0.310,0.178,0.000,0.711,0.675,0.386,0.000,139601.0,1.0,6.0
20686,1.003,1.105,0.761,0.000,0.650,0.008,0.290,0.000,0.310,0.210,0.258,0.000,0.717,0.310,0.178,0.000,0.711,0.660,0.400,0.000,139601.0,1.0,6.0
20687,1.003,1.076,0.732,0.000,0.650,0.016,0.291,0.000,0.310,0.215,0.252,0.000,0.717,0.317,0.178,0.000,0.711,0.648,0.416,0.000,139601.0,1.0,6.0
20688,1.003,1.049,0.721,0.000,0.650,0.000,0.281,0.000,0.310,0.232,0.247,0.000,0.717,0.345,0.178,0.000,0.718,0.638,0.444,0.000,139601.0,1.0,6.0
20689,1.005,1.029,0.734,0.000,0.653,0.051,0.214,0.000,0.285,0.274,0.246,0.000,0.707,0.370,0.215,0.000,0.715,0.626,0.477,0.000,139601.0,1.0,6.0
20690,0.981,1.022,0.810,0.000,0.631,0.128,0.085,0.000,0.270,0.345,0.250,0.000,0.644,0.380,0.225,0.000,0.698,0.613,0.507,0.000,139601.0,1.0,6.0
20691,0.924,1.034,0.927,0.000,0.583,0.206,0.062,0.000,0.266,0.425,0.256,0.000,0.576,0.279,0.225,0.000,0.667,0.616,0.515,0.000,139601.0,1.0,6.0
20692,0.846,1.009,0.911,0.000,0.522,0.204,0.078,0.000,0.264,0.434,0.262,0.000,0.552,0.158,0.225,0.000,0.634,0.616,0.520,0.000,139601.0,1.0,6.0
20693,0.763,0.985,0.903,0.000,0.475,0.208,0.095,0.000,0.249,0.449,0.265,0.000,0.543,0.142,0.225,0.000,0.606,0.614,0.523,0.000,139601.0,1.0,6.0
20694,0.688,0.979,0.910,0.000,0.460,0.220,0.115,0.000,0.209,0.466,0.264,0.000,0.540,0.142,0.225,0.000,0.581,0.609,0.528,0.000,139601.0,1.0,6.0
20695,0.627,0.989,0.930,0.000,0.464,0.240,0.139,0.000,0.145,0.480,0.261,0.000,0.528,0.142,0.219,0.000,0.553,0.595,0.538,0.000,139601.0,1.0,6.0
20696,0.601,0.993,0.960,0.000,0.467,0.257,0.165,0.000,0.071,0.493,0.258,0.000,0.516,0.142,0.236,0.000,0.529,0.569,0.541,0.000,139601.0,1.0,6.0
20697,0.621,0.975,0.955,0.000,0.470,0.274,0.181,0.000,0.014,0.510,0.260,0.000,0.516,0.142,0.228,0.000,0.529,0.532,0.550,0.000,139601.0,1.0,6.0
20698,0.621,0.929,0.956,0.000,0.470,0.300,0.197,0.000,0.014,0.538,0.249,0.000,0.516,0.138,0.193,0.000,0.529,0.492,0.554,0.000,139601.0,1.0,6.0
20699,0.621,0.865,0.972,0.000,0.470,0.339,0.224,0.000,0.014,0.576,0.234,0.000,0.516,0.105,0.191,0.000,0.529,0.464,0.566,0.000,139601.0,1.0,6.0
20700,0.621,0.827,1.009,0.000,0.470,0.392,0.258,0.000,0.014,0.623,0.226,0.000,0.516,0.100,0.191,0.000,0.529,0.454,0.575,0.000,139601.0,1.0,6.0
20701,0.621,0.843,1.055,0.000,0.470,0.456,0.297,0.000,0.014,0.675,0.224,0.000,0.516,0.093,0.190,0.000,0.529,0.449,0.579,0.000,139601.0,1.0,6.0
20702,0.621,0.890,1.110,0.000,0.470,0.529,0.342,0.000,0.014,0.737,0.231,0.000,0.516,0.093,0.188,0.000,0.529,0.449,0.575,0.000,139601.0,1.0,6.0
20703,0.621,0.890,1.160,0.000,0.470,0.529,0.389,0.000,0.014,0.737,0.240,0.000,0.516,0.093,0.164,0.000,0.529,0.449,0.554,0.000,139601.0,1.0,6.0
20704,0.621,0.890,1.179,0.000,0.470,0.529,0.413,0.000,0.014,0.737,0.248,0.000,0.516,0.093,0.139,0.000,0.529,0.449,0.503,0.000,139601.0,1.0,6.0
20705,0.621,0.890,1.099,0.000,0.470,0.529,0.364,0.000,0.014,0.737,0.254,0.000,0.516,0.093,0.139,0.000,0.529,0.449,0.503,0.000,139601.0,1.0,6.0
20706,0.621,0.890,1.099,0.000,0.470,0.529,0.364,0.000,0.014,0.737,0.254,0.000,0.516,0.093,0.139,0.000,0.529,0.449,0.503,0.000,139601.0,1.0,6.0
20707,0.621,0.890,1.099,0.000,0.470,0.529,0.364,0.000,0.014,0.737,0.254,0.000,0.516,0.093,0.014,0.000,0.529,0.449,0.392,0.000,139601.0,1.0,6.0
20708,0.621,0.890,0.540,0.000,0.470,0.529,0.178,0.000,0.014,0.737,0.219,0.000,0.516,0.093,0.101,0.000,0.529,0.449,0.370,0.000,139601.0,1.0,6.0
20709,0.621,0.890,0.618,0.000,0.470,0.529,0.259,0.000,0.014,0.737,0.174,0.000,0.516,0.093,0.224,0.000,0.529,0.449,0.340,0.000,139601.0,1.0,6.0
20710,0.621,0.890,0.687,0.000,0.470,0.529,0.388,0.000,0.014,0.737,0.129,0.000,0.516,0.093,0.299,0.000,0.529,0.449,0.297,0.000,139601.0,1.0,6.0
20711,0.621,0.890,0.822,0.000,0.470,0.529,0.539,0.000,0.014,0.737,0.037,0.000,0.516,0.093,0.281,0.000,0.529,0.449,0.232,0.000,139601.0,1.0,6.0
20712,0.621,0.890,0.929,0.000,0.470,0.529,0.640,0.000,0.014,0.737,0.037,0.000,0.516,0.271,0.261,0.000,0.529,0.394,0.161,0.000,139601.0,1.0,6.0
20713,0.621,0.809,0.952,0.000,0.470,0.523,0.681,0.000,0.014,0.072,0.075,0.000,0.516,0.285,0.289,0.000,0.529,0.394,0.163,0.000,139601.0,1.0,6.0
20714,0.621,0.810,0.947,0.000,0.470,0.483,0.689,0.000,0.014,0.087,0.052,0.000,0.516,0.319,0.351,0.000,0.529,0.395,0.172,0.000,139601.0,1.0,6.0
20715,0.621,0.804,0.971,0.000,0.470,0.460,0.721,0.000,0.014,0.093,0.029,0.000,0.516,0.319,0.395,0.000,0.529,0.395,0.183,0.000,139601.0,1.0,6.0
20716,0.621,0.804,0.994,0.000,0.470,0.460,0.753,0.000,0.014,0.093,0.008,0.000,0.516,0.319,0.398,0.000,0.529,0.395,0.193,0.000,139601.0,1.0,6.0
20717,0.621,0.804,1.003,0.000,0.470,0.460,0.769,0.000,0.014,0.093,0.008,0.000,0.516,0.319,0.398,0.000,0.529,0.395,0.200,0.000,139601.0,1.0,6.0
20718,0.621,0.804,1.020,0.000,0.470,0.460,0.766,0.000,0.014,0.093,0.017,0.000,0.516,0.319,0.398,0.000,0.529,0.395,0.202,0.000,139601.0,1.0,6.0
20719,0.621,0.804,1.055,0.000,0.470,0.460,0.753,0.000,0.014,0.093,0.018,0.000,0.516,0.319,0.398,0.000,0.529,0.395,0.198,0.000,139601.0,1.0,6.0
20720,0.621,0.804,1.098,0.000,0.470,0.460,0.743,0.000,0.014,0.093,0.014,0.000,0.516,0.319,0.398,0.000,0.529,0.395,0.198,0.000,139601.0,1.0,6.0
20721,0.621,0.804,1.098,0.000,0.470,0.460,0.743,0.000,0.014,0.093,0.014,0.000,0.516,0.319,0.398,0.000,0.529,0.395,0.183,0.000,139601.0,1.0,6.0
20722,0.621,0.804,1.116,0.000,0.470,0.460,0.762,0.000,0.014,0.093,0.010,0.000,0.516,0.319,0.398,0.000,0.529,0.395,0.175,0.000,139601.0,1.0,6.0
20723,0.621,0.804,1.133,0.000,0.470,0.460,0.778,0.000,0.014,0.093,0.016,0.000,0.516,0.315,0.392,0.000,0.529,0.388,0.178,0.000,139601.0,1.0,6.0
20724,0.621,0.795,1.148,0.000,0.470,0.433,0.781,0.000,0.014,0.107,0.032,0.000,0.516,0.299,0.379,0.000,0.529,0.381,0.189,0.000,139601.0,1.0,6.0
20725,0.621,0.798,1.155,0.000,0.470,0.367,0.773,0.000,0.014,0.130,0.051,0.000,0.516,0.267,0.365,0.000,0.529,0.380,0.195,0.000,139601.0,1.0,6.0
20726,0.621,0.812,1.157,0.000,0.470,0.282,0.739,0.000,0.014,0.149,0.048,0.000,0.516,0.267,0.348,0.000,0.529,0.380,0.199,0.000,139601.0,1.0,6.0
20727,0.621,0.812,1.165,0.000,0.470,0.282,0.730,0.000,0.014,0.149,0.035,0.000,0.516,0.267,0.344,0.000,0.529,0.380,0.195,0.000,139601.0,1.0,6.0
20728,0.621,0.812,1.190,0.000,0.470,0.282,0.737,0.000,0.014,0.149,0.014,0.000,0.516,0.267,0.343,0.000,0.529,0.380,0.197,0.000,139601.0,1.0,6.0
20729,0.621,0.812,1.212,0.000,0.470,0.282,0.736,0.000,0.014,0.149,0.005,0.000,0.516,0.267,0.316,0.000,0.529,0.380,0.191,0.000,139601.0,1.0,6.0
20730,0.621,0.812,1.222,0.000,0.470,0.282,0.708,0.000,0.014,0.149,0.011,0.000,0.516,0.267,0.262,0.000,0.529,0.380,0.178,0.000,139601.0,1.0,6.0
20731,0.621,0.812,1.230,0.000,0.470,0.282,0.653,0.000,0.014,0.149,0.039,0.000,0.516,0.267,0.152,0.000,0.529,0.380,0.159,0.000,139601.0,1.0,6.0
20732,0.621,0.812,1.250,0.000,0.470,0.282,0.592,0.000,0.014,0.149,0.079,0.000,0.516,0.267,0.035,0.000,0.529,0.380,0.134,0.000,139601.0,1.0,6.0
20733,0.621,0.812,1.264,0.000,0.470,0.282,0.559,0.000,0.014,0.149,0.126,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20734,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20735,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20736,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20737,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20738,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20739,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20740,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20741,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20742,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.042,0.000,0.529,0.380,0.108,0.000,139601.0,1.0,6.0
20743,0.621,0.812,1.243,0.000,0.470,0.282,0.560,0.000,0.014,0.149,0.176,0.000,0.516,0.267,0.065,0.000,0.529,0.380,0.028,0.000,139601.0,1.0,6.0
20744,0.621,0.812,0.048,0.000,0.470,0.282,0.226,0.000,0.014,0.149,0.171,0.000,0.516,0.267,0.065,0.000,0.529,0.380,0.060,0.000,139601.0,1.0,6.0
20745,0.621,0.812,0.067,0.000,0.470,0.282,0.240,0.000,0.014,0.149,0.209,0.000,0.516,0.267,0.065,0.000,0.529,0.380,0.084,0.000,139601.0,1.0,6.0
20746,0.621,0.812,0.138,0.000,0.470,0.282,0.256,0.000,0.014,0.149,0.225,0.000,0.516,0.150,0.065,0.000,0.529,0.257,0.100,0.000,139601.0,1.0,6.0
20747,0.621,1.183,0.243,0.000,0.470,0.267,0.271,0.000,0.014,0.072,0.216,0.000,0.516,0.150,0.066,0.000,0.529,0.257,0.105,0.000,139601.0,1.0,6.0
20748,0.621,1.183,0.392,0.000,0.470,0.267,0.279,0.000,0.014,0.072,0.190,0.000,0.516,0.150,0.069,0.000,0.529,0.257,0.085,0.000,139601.0,1.0,6.0
20749,0.621,1.183,0.563,0.000,0.470,0.267,0.279,0.000,0.014,0.072,0.151,0.000,0.516,0.150,0.085,0.000,0.529,0.257,0.035,0.000,139601.0,1.0,6.0
20750,0.621,1.183,0.714,0.000,0.470,0.267,0.271,0.000,0.014,0.072,0.104,0.000,0.516,0.150,0.140,0.000,0.529,0.257,0.028,0.000,139601.0,1.0,6.0
20751,0.621,1.183,0.825,0.000,0.470,0.267,0.259,0.000,0.014,0.072,0.058,0.000,0.516,0.150,0.158,0.000,0.529,0.257,0.081,0.000,139601.0,1.0,6.0
20752,0.621,1.183,0.883,0.000,0.470,0.267,0.251,0.000,0.014,0.072,0.022,0.000,0.516,0.150,0.167,0.000,0.529,0.257,0.117,0.000,139601.0,1.0,6.0
20753,0.621,1.183,0.897,0.000,0.470,0.267,0.252,0.000,0.014,0.072,0.001,0.000,0.516,0.150,0.167,0.000,0.529,0.257,0.140,0.000,139601.0,1.0,6.0
20754,0.621,1.183,0.881,0.000,0.470,0.267,0.260,0.000,0.014,0.072,0.012,0.000,0.516,0.150,0.167,0.000,0.529,0.257,0.161,0.000,139601.0,1.0,6.0
20755,0.621,1.183,0.859,0.000,0.470,0.267,0.269,0.000,0.014,0.072,0.028,0.000,0.516,0.150,0.167,0.000,0.529,0.257,0.195,0.000,139601.0,1.0,6.0
20756,0.621,1.183,0.863,0.000,0.470,0.267,0.254,0.000,0.014,0.072,0.058,0.000,0.516,0.150,0.161,0.000,0.529,0.257,0.239,0.000,139601.0,1.0,6.0
20757,0.621,1.183,0.879,0.000,0.470,0.267,0.209,0.000,0.014,0.072,0.086,0.000,0.516,0.150,0.149,0.000,0.529,0.257,0.284,0.000,139601.0,1.0,6.0
20758,0.621,1.183,0.899,0.000,0.470,0.267,0.142,0.000,0.014,0.072,0.109,0.000,0.516,0.150,0.118,0.000,0.529,0.257,0.324,0.000,139601.0,1.0,6.0
20759,0.621,1.183,0.914,0.000,0.470,0.267,0.075,0.000,0.014,0.072,0.129,0.000,0.516,0.150,0.117,0.000,0.529,0.257,0.356,0.000,139601.0,1.0,6.0
20760,0.621,1.183,0.920,0.000,0.470,0.267,0.025,0.000,0.014,0.072,0.149,0.000,0.516,0.150,0.117,0.000,0.529,0.257,0.383,0.000,139601.0,1.0,6.0
20761,0.621,1.183,0.917,0.000,0.470,0.267,0.004,0.000,0.014,0.072,0.170,0.000,0.141,0.150,0.120,0.000,0.070,0.257,0.406,0.000,139601.0,1.0,6.0
20762,0.501,1.183,0.905,0.000,0.229,0.267,0.019,0.000,0.046,0.072,0.187,0.000,0.144,0.150,0.124,0.000,0.073,0.257,0.424,0.000,139601.0,1.0,6.0
20763,0.460,1.183,0.879,0.000,0.182,0.267,0.025,0.000,0.033,0.072,0.198,0.000,0.156,0.150,0.124,0.000,0.089,0.257,0.435,0.000,139601.0,1.0,6.0
20764,0.403,1.183,0.829,0.000,0.143,0.267,0.025,0.000,0.022,0.072,0.201,0.000,0.204,0.172,0.124,0.000,0.113,0.661,0.436,0.000,139601.0,1.0,6.0
20765,0.350,0.960,0.745,0.000,0.131,0.114,0.020,0.000,0.009,0.398,0.198,0.000,0.248,0.087,0.114,0.000,0.134,0.631,0.431,0.000,139601.0,1.0,6.0
20766,0.312,0.948,0.620,0.000,0.142,0.106,0.012,0.000,0.008,0.358,0.190,0.000,0.265,0.041,0.054,0.949,0.146,0.597,0.425,0.980,139601.0,1.0,6.0
20767,0.293,0.978,0.476,1.637,0.162,0.086,0.005,0.922,0.030,0.335,0.178,0.625,0.269,0.026,0.029,0.964,0.148,0.570,0.424,0.962,139601.0,1.0,6.0
20768,0.291,1.012,0.361,1.601,0.178,0.067,0.002,0.912,0.049,0.323,0.171,0.582,0.278,0.001,0.030,0.984,0.146,0.553,0.430,0.936,139601.0,1.0,6.0
20769,0.301,1.028,0.313,1.559,0.192,0.053,0.005,0.894,0.059,0.320,0.167,0.537,0.278,0.034,0.036,1.021,0.146,0.549,0.439,0.910,139601.0,1.0,6.0
20770,0.301,1.020,0.289,1.516,0.192,0.043,0.014,0.879,0.059,0.325,0.162,0.499,0.278,0.068,0.048,1.032,0.146,0.554,0.443,0.886,139601.0,1.0,6.0
20771,0.301,0.995,0.248,1.486,0.192,0.026,0.020,0.867,0.059,0.338,0.153,0.471,0.278,0.094,0.083,1.032,0.146,0.567,0.437,0.886,139601.0,1.0,6.0
20772,0.301,0.963,0.179,1.486,0.192,0.005,0.020,0.867,0.059,0.353,0.144,0.471,0.278,0.201,0.145,1.032,0.146,0.584,0.424,0.886,139601.0,1.0,6.0
20773,0.301,0.931,0.104,1.486,0.192,0.002,0.019,0.867,0.059,0.369,0.142,0.471,0.234,0.308,0.194,1.032,0.146,0.599,0.411,0.886,139601.0,1.0,6.0
20774,0.279,0.899,0.073,1.486,0.184,0.006,0.019,0.867,0.071,0.387,0.143,0.471,0.151,0.349,0.196,1.032,0.154,0.609,0.403,0.886,139601.0,1.0,6.0
20775,0.244,0.874,0.098,1.486,0.170,0.022,0.018,0.867,0.089,0.408,0.139,0.471,0.118,0.349,0.196,1.032,0.168,0.617,0.399,0.886,139601.0,1.0,6.0
20776,0.182,0.859,0.152,1.486,0.161,0.039,0.014,0.867,0.111,0.428,0.127,0.471,0.118,0.349,0.197,1.032,0.184,0.621,0.394,0.886,139601.0,1.0,6.0
20777,0.123,0.803,0.209,1.486,0.169,0.064,0.011,0.867,0.132,0.434,0.114,0.471,0.118,0.349,0.199,1.032,0.199,0.622,0.388,0.886,139601.0,1.0,6.0
20778,0.100,0.813,0.277,1.486,0.201,0.094,0.020,0.867,0.154,0.439,0.107,0.471,0.118,0.349,0.199,1.032,0.206,0.623,0.380,0.889,139601.0,1.0,6.0
20779,0.133,0.891,0.361,1.469,0.244,0.153,0.043,0.880,0.180,0.443,0.109,0.443,0.118,0.349,0.210,1.023,0.200,0.624,0.371,0.866,139601.0,1.0,6.0
20780,0.198,0.908,0.444,1.417,0.282,0.149,0.070,0.870,0.212,0.457,0.118,0.387,0.118,0.342,0.211,1.000,0.200,0.633,0.362,0.820,139601.0,1.0,6.0
20781,0.198,0.909,0.503,1.340,0.282,0.155,0.088,0.840,0.212,0.473,0.130,0.309,0.118,0.336,0.211,0.973,0.200,0.649,0.351,0.765,139601.0,1.0,6.0
20782,0.198,0.888,0.538,1.252,0.282,0.167,0.093,0.804,0.212,0.490,0.141,0.230,0.118,0.330,0.211,0.973,0.200,0.669,0.334,0.765,139601.0,1.0,6.0
20783,0.198,0.849,0.560,1.252,0.282,0.183,0.088,0.804,0.212,0.507,0.148,0.230,0.118,0.328,0.209,0.973,0.200,0.681,0.308,0.765,139601.0,1.0,6.0
20784,0.198,0.830,0.574,1.252,0.282,0.190,0.080,0.804,0.212,0.504,0.146,0.230,0.118,0.329,0.202,0.973,0.200,0.686,0.271,0.765,139601.0,1.0,6.0
20785,0.198,0.820,0.583,1.252,0.282,0.201,0.066,0.804,0.212,0.503,0.138,0.230,0.118,0.326,0.193,0.973,0.200,0.685,0.229,0.765,139601.0,1.0,6.0
20786,0.198,0.825,0.588,1.252,0.282,0.222,0.044,0.804,0.212,0.505,0.126,0.230,0.118,0.318,0.176,0.973,0.200,0.679,0.196,0.765,139601.0,1.0,6.0
20787,0.198,0.834,0.589,1.252,0.282,0.241,0.006,0.804,0.212,0.507,0.113,0.230,0.118,0.318,0.149,0.973,0.200,0.671,0.177,0.765,139601.0,1.0,6.0
